model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate,vina_score_median,vina_score_mean
own,PNTM_STRAE_2_398_0,100,1.0,1.0,0.5538428181663042,7.0621018738544,-0.08324570000000019,1.0,0.98,1.0,0.39,0.15,0.88,517.8636505847436,0.08626248667824887,100,0.79,0.7770137581171741,0.73,,,,,0.0,0.0,,
own,DHAK_ECOLI_1_356_0,100,1.0,1.0,0.46711899282208125,6.904085412129532,-0.10846590000000007,1.0,0.96,1.0,0.3163265306122449,0.93,0.82,578.8237179128663,0.06445210588086903,100,0.95,0.8831434494945012,0.51,,-2.459,,,0.0,0.0,-2.6384999999999996,-1.5617199999999998
own,PAK4_HUMAN_291_591_ATP_0,100,1.0,1.0,0.7706927171826972,7.446898554012128,-0.051895800000000006,1.0,1.0,1.0,0.97,0.0,1.0,308.8433191164572,0.11879968701095463,100,0.04,0.2078868915145864,0.04,,-7.77,,,0.0,0.0,-7.3294999999999995,-7.304049999999998
own,LAT_MYCTU_1_449_0,100,1.0,1.0,0.49835608385736757,6.507213203633085,0.2252325999999999,1.0,0.88,0.99,0.45,1.62,0.63,220.38226553734034,0.09253405947736795,100,0.54,0.6550178109102177,0.3,,-6.276,,,0.0,0.0,-5.2375,-2.0751249999999994
own,DYRK2_HUMAN_145_550_0,100,1.0,1.0,0.5588468026013063,7.037230894641868,2.0530942,1.0,0.99,0.99,0.7878787878787878,0.0,1.0,367.1988480352953,0.08760039090235655,100,0.31,0.5178600727937286,0.21,,-8.83,,,0.0,0.0,-8.362,-8.348050000000002
own,CDK6_HUMAN_1_312_0__2f2c_B_rec,100,1.0,1.0,0.6563759740400762,6.325451086038791,0.46724589999999977,1.0,1.0,0.19,0.57,0.01,0.99,228.86984998534467,0.07494337769721066,100,0.49,0.6456872038011827,0.49,,-7.547,,,0.0,0.0,-8.05,-8.02838
own,RG1_RAUSE_1_513_0,100,1.0,1.0,0.3398449208746505,6.844038040180602,-0.5039007999999999,0.98,0.21,0.79,0.11,0.19,0.84,1971.6886568499372,0.06690487251870288,100,0.96,0.8601131898937561,0.85,,-8.156,,,0.0,0.0,-5.44,-5.551151515151515
own,BTRN_BACCI_2_250_0,100,1.0,1.0,0.5264830599770095,6.81242813683667,-1.1918150000000003,1.0,0.06,0.97,0.36363636363636365,0.05,0.95,816.2643110723683,0.08989112123121515,100,0.77,0.5778807681282823,0.36,,-8.326,,,0.0,0.0,-6.4875,-6.44244
own,TNKS1_HUMAN_1099_1319_0,100,1.0,1.0,0.28333542395478245,7.245761287916061,0.1766200000000002,1.0,0.29,0.94,0.0,0.37,0.86,2731.152605725106,0.04835778635532968,100,1.0,0.8974241998044391,0.96,,-15.025,,,0.0,0.0,-7.662,-7.385269999999999
own,ABL2_HUMAN_274_551_0,100,1.0,1.0,0.5586036214338354,7.262975915855101,1.5132736,1.0,0.98,1.0,0.84,0.0,1.0,611.114732351447,0.08982609038967829,100,0.23,0.28694708548771486,0.12,,-8.209,,,0.0,0.0,-8.190000000000001,-8.276019999999999
own,CHIB_SERMA_1_499_0__1h0i_A_rec,100,1.0,1.0,0.48153101695349126,7.015116672808992,-0.6300417,1.0,0.94,0.99,0.10309278350515463,1.89,0.37,1161.2002208195347,0.04388212455508864,100,1.0,0.8972711078475614,0.93,,,,,0.0,0.0,,
own,PYRD_TRYCC_2_314_catalytic_0__2e6d_A_rec,100,1.0,1.0,0.4704415980663446,6.41698407446287,-0.03745059999999999,1.0,0.96,0.98,0.3020833333333333,0.97,0.62,553.7961870227906,0.0654831193396862,100,0.81,0.8881664087520691,0.7,,-4.835,,,0.0,0.0,-4.112,-2.5196099999999997
own,FKB1A_HUMAN_2_108_0,100,1.0,1.0,0.2157054171510849,7.379605500027238,0.32135799999999987,0.98,0.09,1.0,0.05102040816326531,0.11,0.89,1610.9168363332883,0.05874285583916853,100,0.89,0.668956514855173,0.85,,-7.352,,,0.0,0.0,-4.9879999999999995,-5.01511
own,GUX1_HYPJE_18_451_0,100,1.0,1.0,0.6819430014256044,7.3821278374545125,1.0450449000000004,1.0,0.96,0.98,0.44,0.01,0.99,457.6669900930963,0.046472644577665874,100,0.84,0.6621358152040354,0.47,,,,,0.0,0.0,,
